"Longitude","Latitude"
-1727.4442417547,3350.48784587024
557.61095324531,-1715.55179812996
8681.5103472453,-1560.99088712989
1422.7072752453,3350.48784587024
125.062792245291,-695.894565129454
774.441008245298,1188.85898986991
-2222.26154675473,-3290.07158212961
-2623.67513575469,1496.86886287049
-5403.54763575473,-3383.47529813002
-4168.17229675469,1805.99068486985
6581.03868624527,-2518.37897612959
-3240.80683075474,786.333451870133
959.024542245273,-3166.64524312994
-4630.74308075471,-664.759993129843
-7071.4711357547,1188.85898986991
4079.15343624527,14.6408458701147
434.184614245291,-633.625421129441
5036.54152524527,1218.88161286995
-6948.04479675473,-139.92006512996
-2222.26154675473,3566.20595186998
-5217.8521527547,-2857.52342112979
3986.86166924531,-541.33365413017
-615.495241754721,-510.199082129768
4635.12793624531,-3722.61974312943
2040.9509192453,-2796.36622613013
3152.89991924528,694.041684870072
929.001919245274,-3753.75431512983
1731.8290972453,-3105.48804812949
-10037.0391187547,-1375.2954041302
6951.31770324527,-449.041887130108
-3735.62413575472,3536.18332886993
2442.36450824531,-1529.85631512949
-7750.8719747547,106.932612870176
-8059.9937967547,-1962.4044761301
-801.190724754703,2856.78248986997
-3766.75870775472,200.3363288698
13746.4380422453,-4370.88601012978
-2993.9541527547,2732.24420186994
8280.09675824529,-1005.0163871296
-3735.62413575472,2207.40427387006
-1850.87058075472,200.3363288698
-5742.69208075473,-16.4937261294967
-832.32529675471,-3969.47242112957
897.867347245267,-2487.24440412998
6086.22138124528,1991.68616787033
-3673.35499175471,3103.63516787011
-3796.78133075472,1620.29520187016
-1820.84795775472,-2950.9271371302
-9295.3691357547,-2146.98801012943
-4661.87765275471,1620.29520187016
-4538.45131375469,3258.19607887018
-7966.59008075473,-232.211832130021
-893.482491754716,169.201756870189
1484.97641924531,-1715.55179812996
465.319186245298,354.897239869875
3276.32625824529,1898.28245186991
-5125.56038575469,45.7754178705162
63.9055972452852,3103.63516787011
-9356.5263307547,-2054.69624313016
-6546.63120775471,940.894362870208
-7257.16661875473,-1283.00363713014
2380.0953642453,-4402.02058213018
3121.76534724527,-3074.35347612988
-5186.71758075469,1373.44252387003
-3581.06322475469,2454.2569518702
-1511.72613575472,2238.53884587046
-1604.01790275473,-47.6282981298982
3399.75259724531,-3599.19340412976
-1850.87058075472,-3691.48517112982
3708.87441924526,2238.53884587046
-1388.2997967547,-1653.28265412995
-893.482491754716,1528.0034348701
6240.78229224531,2732.24420186994
-8091.12836875471,-1560.99088712989
959.024542245273,-2085.83081512977
6704.46502524528,2052.84336286999
-1016.90883075473,725.176256870473
-2531.38336875473,-1344.1608321298
-1666.28704675469,3814.17057887046
-6392.07029675469,-2394.95263712992
7785.2794532453,1898.28245186991
8310.11938124529,1805.99068486985
-1388.2997967547,2022.82073986994
-276.350796754722,2547.66066786982
-1572.88333075472,-819.320904129917
2967.20443624529,-4000.60699312997
6210.75966924531,601.74991787001
4820.82341924529,756.310828870085
6117.35595324529,910.871739870159
5715.94236424528,384.919862869923
-5002.13404675472,1713.69891786979
5561.3814532453,662.907112870461
2812.64352524527,-2765.23165412973
3584.33613124529,-2765.23165412973
-5495.83940275469,-2950.9271371302
-7997.72465275469,-973.881815129991
-3673.35499175471,-1715.55179812996
2720.35175824531,1898.28245186991
-554.338046754716,-2641.80531513005
7908.70579224527,2052.84336286999
4357.14068624526,1312.28532887037
3862.32338124528,-3105.48804812949
4572.85879224529,2671.08700687028
774.441008245298,-479.064510130157
8341.25395324529,1466.84623987044
5530.2468812453,1404.57709587043
1669.55995324529,76.9099898701276
897.867347245267,-16.4937261294967
-8800.55183075472,-2363.81806512952
-2376.82245775471,-2980.94976012946
1824.12086424531,-232.211832130021
5469.08968624529,2052.84336286999
1731.8290972453,-3722.61974312943
-5867.23036875471,1342.30795187042
-3488.77145775473,-3105.48804812949
526.476381245303,-3939.44979812952
2256.66902524528,-1251.86906512974
6303.05143624527,972.028934869819
4388.27525824527,1929.41702387031
