"Longitude","Latitude"
-6453.2274917547,-1437.56454813021
5036.54152524527,-850.455476129528
-4661.87765275471,2052.84336286999
-1882.00515275472,-2116.96538713017
-2531.38336875473,261.49352387025
-585.472618754722,1312.28532887037
3245.19168624529,-2054.69624313016
1484.97641924531,2886.80511287002
-770.056152754697,-1406.42997612981
-7504.01929675472,-1159.57729812968
4480.56702524528,-1684.41722612956
651.01466924528,76.9099898701276
1762.96366924531,-1128.44272613007
-5217.8521527547,1898.28245186991
-2222.26154675473,2115.11250687
6890.16050824527,-1684.41722612956
6581.03868624527,-2518.37897612959
-3240.80683075474,786.333451870133
959.024542245273,-3166.64524312994
5283.39420324531,-1653.28265412995
-7071.4711357547,1188.85898986991
-5681.53488575473,-1283.00363713014
-3859.05047475469,1435.71166787004
6951.31770324527,-541.33365413017
2626.94804224529,-3753.75431512983
125.062792245291,-3258.93701013
-615.495241754721,-510.199082129768
2040.9509192453,-2796.36622613013
2967.20443624529,-3383.47529813002
3152.89991924528,694.041684870072
-368.642563754734,-4186.30247612965
5592.51602524531,-3258.93701013
3893.45795324529,-3135.51067112954
929.001919245274,-3753.75431512983
3832.30075824528,3505.04875687032
3090.63077524531,-3197.77981512955
2565.79084724528,-4217.43704813006
1731.8290972453,-3105.48804812949
5530.2468812453,-3877.18065412951
-3982.47681375471,1744.83348987019
2442.36450824531,-3043.21890412947
4881.9806142453,-2394.95263712992
-10037.0391187547,-1375.2954041302
1824.12086424531,-4031.74156512958
-3735.62413575472,3536.18332886993
-1882.00515275472,2578.79523987022
2442.36450824531,-1529.85631512949
-7750.8719747547,106.932612870176
-4415.02497475473,1651.42977387057
-8059.9937967547,-1962.4044761301
341.892847245279,972.028934869819
-2531.38336875473,2608.81786287027
-4415.02497475473,-2950.9271371302
-9851.34363575469,848.602595870146
-2623.67513575469,-2765.23165412973
-801.190724754703,2856.78248986997
2904.93529224528,-572.468226129781
-3766.75870775472,200.3363288698
5191.1024362453,-77.6509211299468
-5742.69208075473,-16.4937261294967
-832.32529675471,-3969.47242112957
-8615.96829675469,-1869.00076012968
6086.22138124528,1991.68616787033
